Connected to PostgreSQL
[LOG] Server running on port 8080

 ┌───────────────────────────────────────────────────┐ 
 │                  Fiber v2.52.10                   │ 
 │               http://127.0.0.1:8080               │ 
 │       (bound on host 0.0.0.0 and port 8080)       │ 
 │                                                   │ 
 │ Handlers ............ 62  Processes ........... 1 │ 
 │ Prefork ....... Disabled  PID ................. 1 │ 
 └───────────────────────────────────────────────────┘ 

12:35:00 | 200 |    6.643254ms | 172.18.0.5 | GET | /api/v1/conversations | -
16:29:53 | 200 |    2.483947ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
16:29:53 | 200 |    6.338385ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
16:51:15 | 200 |    5.279314ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
16:51:15 | 200 |    2.633207ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
16:51:15 | 200 |    2.352428ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
16:51:15 | 200 |    4.560015ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
17:09:39 | 200 |    2.038884ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
17:09:39 | 200 |    5.289723ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
17:09:39 | 200 |    3.234909ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
17:09:39 | 200 |    5.993373ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
17:17:55 | 200 |    11.03183ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
17:17:55 | 200 |   41.359447ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
17:17:55 | 200 |   11.313768ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
17:17:55 | 200 |   71.829663ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
17:22:17 | 200 |     2.29825ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
17:22:17 | 200 |    4.700782ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
17:22:17 | 200 |    2.356969ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
17:22:17 | 200 |    4.452055ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
17:52:14 | 200 |    2.687494ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
17:52:14 | 200 |    5.326763ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
17:52:14 | 200 |    2.540402ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
17:52:14 | 200 |    4.963206ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
18:08:06 | 200 |    2.960721ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
18:08:06 | 200 |    6.442988ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
18:08:06 | 200 |    3.663472ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
18:08:06 | 200 |    8.194852ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
19:09:13 | 200 |    3.631111ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
19:09:13 | 200 |    5.745414ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
19:09:13 | 200 |    2.126738ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
19:09:13 | 200 |    4.112965ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
19:54:30 | 200 |    2.893497ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
19:54:30 | 200 |    6.963645ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
19:54:30 | 200 |    2.573719ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
19:54:30 | 200 |     4.85012ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
20:00:52 | 200 |    3.652628ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
20:00:52 | 200 |    8.191886ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
20:00:52 | 200 |    5.181024ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
20:00:52 | 200 |    6.674579ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
20:10:33 | 200 |    2.258533ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
20:10:33 | 200 |    5.597621ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
20:10:33 | 200 |    1.981674ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
20:10:33 | 200 |    5.446843ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
20:21:16 | 200 |    2.620174ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
20:21:16 | 200 |    4.806142ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
20:21:16 | 200 |    2.390874ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
20:21:16 | 200 |    6.932643ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
21:00:25 | 200 |    3.742784ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
21:00:25 | 200 |    5.927712ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
21:00:25 | 200 |    2.232231ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
21:00:25 | 200 |    4.552513ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
21:18:28 | 200 |    2.606375ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
21:18:28 | 200 |     4.83395ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
21:18:28 | 200 |    2.192585ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
21:18:28 | 200 |    4.518242ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
21:55:30 | 200 |    4.034435ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
21:55:30 | 200 |    6.889241ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
21:55:30 | 200 |    2.093831ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
21:55:30 | 200 |    4.834625ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
22:38:55 | 200 |    3.658883ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
22:38:55 | 200 |    6.436867ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
22:38:55 | 200 |    2.288718ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
22:38:55 | 200 |    8.220023ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
01:07:16 | 200 |    3.411505ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
01:07:16 | 200 |     6.80147ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
01:07:16 | 200 |    2.177968ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
01:07:16 | 200 |    4.595774ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
01:20:26 | 200 |    2.575809ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
01:20:26 | 200 |    5.508297ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
01:20:26 | 200 |    2.319206ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
01:20:26 | 200 |    5.807722ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
01:39:51 | 200 |    2.253688ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
01:39:51 | 200 |    5.381635ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
01:39:51 | 200 |    2.927284ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
01:39:51 | 200 |    4.698119ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
02:21:18 | 200 |    3.414438ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
02:21:18 | 200 |    6.340359ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
02:21:18 | 200 |    3.055465ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
02:21:18 | 200 |    4.809951ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
03:44:28 | 404 |      44.433µs | 172.18.0.5 | GET | /api/env.tar.gz | Cannot GET /api/env.tar.gz
03:44:29 | 404 |      15.938µs | 172.18.0.5 | GET | /api/composer.pem | Cannot GET /api/composer.pem
03:44:30 | 404 |      15.234µs | 172.18.0.5 | GET | /api/admin/ | Cannot GET /api/admin/
03:44:32 | 404 |      25.274µs | 172.18.0.5 | GET | /api/backup.tar | Cannot GET /api/backup.tar
03:44:34 | 404 |      15.016µs | 172.18.0.5 | GET | /api/api.xml | Cannot GET /api/api.xml
03:44:36 | 404 |      21.069µs | 172.18.0.5 | GET | /api/error.yml | Cannot GET /api/error.yml
03:44:38 | 404 |      16.274µs | 172.18.0.5 | GET | /api/db.xml | Cannot GET /api/db.xml
03:44:40 | 404 |      22.898µs | 172.18.0.5 | GET | /api/config.tar | Cannot GET /api/config.tar
03:44:41 | 404 |      25.652µs | 172.18.0.5 | GET | /api/database.swp | Cannot GET /api/database.swp
03:44:42 | 404 |      15.023µs | 172.18.0.5 | GET | /api/index.rb | Cannot GET /api/index.rb
03:44:44 | 404 |      28.616µs | 172.18.0.5 | GET | /api/composer.json | Cannot GET /api/composer.json
03:44:44 | 404 |      15.234µs | 172.18.0.5 | GET | /api/database.inc | Cannot GET /api/database.inc
03:44:46 | 404 |      15.324µs | 172.18.0.5 | GET | /api/composer.py | Cannot GET /api/composer.py
03:44:47 | 404 |      15.115µs | 172.18.0.5 | GET | /api/db.bak | Cannot GET /api/db.bak
03:44:49 | 404 |      20.776µs | 172.18.0.5 | GET | /api/db.old | Cannot GET /api/db.old
03:44:50 | 404 |      14.414µs | 172.18.0.5 | GET | /api/db.inc | Cannot GET /api/db.inc
03:44:52 | 404 |      22.519µs | 172.18.0.5 | GET | /api/application.yaml | Cannot GET /api/application.yaml
03:44:56 | 404 |      16.836µs | 172.18.0.5 | GET | /api/application.map | Cannot GET /api/application.map
03:44:57 | 404 |      16.431µs | 172.18.0.5 | GET | /api/index.log | Cannot GET /api/index.log
03:44:58 | 404 |     160.725µs | 172.18.0.5 | GET | /api/env.ini | Cannot GET /api/env.ini
03:45:01 | 401 |      24.766µs | 172.18.0.5 | GET | /api/v1/ | -
03:45:03 | 404 |      31.174µs | 172.18.0.5 | GET | /api/db.zip | Cannot GET /api/db.zip
03:45:04 | 404 |      15.654µs | 172.18.0.5 | GET | /api/index.tar | Cannot GET /api/index.tar
03:45:06 | 404 |      23.192µs | 172.18.0.5 | GET | /api/credentials.py | Cannot GET /api/credentials.py
03:45:07 | 404 |      14.519µs | 172.18.0.5 | GET | /api/api.log | Cannot GET /api/api.log
03:45:08 | 404 |      20.487µs | 172.18.0.5 | GET | /api/env.sql | Cannot GET /api/env.sql
03:45:11 | 404 |      26.511µs | 172.18.0.5 | GET | /api/admin.ini | Cannot GET /api/admin.ini
03:45:14 | 404 |      16.687µs | 172.18.0.5 | GET | /api/cmd.key | Cannot GET /api/cmd.key
03:45:16 | 404 |      29.213µs | 172.18.0.5 | GET | /api/application.ts | Cannot GET /api/application.ts
03:45:19 | 404 |      24.783µs | 172.18.0.5 | GET | /api/backup.log | Cannot GET /api/backup.log
03:45:19 | 404 |      22.672µs | 172.18.0.5 | GET | /api/database.py | Cannot GET /api/database.py
03:45:20 | 404 |      28.278µs | 172.18.0.5 | GET | /api/database.bak | Cannot GET /api/database.bak
03:45:20 | 404 |      21.835µs | 172.18.0.5 | GET | /api/database.cfg | Cannot GET /api/database.cfg
03:45:22 | 404 |      15.656µs | 172.18.0.5 | GET | /api/db.log | Cannot GET /api/db.log
03:45:26 | 404 |      16.383µs | 172.18.0.5 | GET | /api/keys | Cannot GET /api/keys
03:45:28 | 404 |       87.68µs | 172.18.0.5 | GET | /api/index.yaml | Cannot GET /api/index.yaml
03:45:30 | 404 |      14.549µs | 172.18.0.5 | GET | /api/index.gz | Cannot GET /api/index.gz
03:45:30 | 404 |      14.984µs | 172.18.0.5 | GET | /api/admin.key | Cannot GET /api/admin.key
03:45:30 | 404 |      15.608µs | 172.18.0.5 | GET | /api/debug.conf | Cannot GET /api/debug.conf
03:45:31 | 404 |       20.61µs | 172.18.0.5 | GET | /api/credentials.bak | Cannot GET /api/credentials.bak
03:45:32 | 404 |      57.401µs | 172.18.0.5 | GET | /api/cmd.xml | Cannot GET /api/cmd.xml
03:45:35 | 404 |      14.928µs | 172.18.0.5 | GET | /api/index.key | Cannot GET /api/index.key
03:45:38 | 404 |       26.92µs | 172.18.0.5 | GET | /api/changelog.save | Cannot GET /api/changelog.save
03:45:39 | 404 |      17.209µs | 172.18.0.5 | GET | /api/composer.yaml | Cannot GET /api/composer.yaml
03:45:41 | 404 |      16.206µs | 172.18.0.5 | GET | /api/error.inc | Cannot GET /api/error.inc
03:45:44 | 404 |      22.725µs | 172.18.0.5 | GET | /api/docker-compose.ini | Cannot GET /api/docker-compose.ini
03:45:46 | 404 |      14.347µs | 172.18.0.5 | GET | /api/error.gz | Cannot GET /api/error.gz
03:45:47 | 404 |      14.763µs | 172.18.0.5 | GET | /api/backup.ini | Cannot GET /api/backup.ini
03:45:48 | 404 |      15.014µs | 172.18.0.5 | GET | /api/backup.json | Cannot GET /api/backup.json
03:45:49 | 404 |      23.909µs | 172.18.0.5 | GET | /api/config.yml | Cannot GET /api/config.yml
03:46:00 | 404 |      15.577µs | 172.18.0.5 | GET | /api/credentials.md | Cannot GET /api/credentials.md
03:46:00 | 404 |       16.01µs | 172.18.0.5 | GET | /api/debug.rb | Cannot GET /api/debug.rb
03:46:02 | 404 |      14.675µs | 172.18.0.5 | GET | /api/admin.tar | Cannot GET /api/admin.tar
03:46:02 | 404 |      14.814µs | 172.18.0.5 | GET | /api/application.cfg | Cannot GET /api/application.cfg
03:46:04 | 404 |      23.852µs | 172.18.0.5 | GET | /api/database.yml | Cannot GET /api/database.yml
03:46:05 | 404 |      20.205µs | 172.18.0.5 | GET | /api/db.gz | Cannot GET /api/db.gz
03:46:10 | 404 |      22.141µs | 172.18.0.5 | GET | /api/cmd.md | Cannot GET /api/cmd.md
03:46:10 | 404 |      15.946µs | 172.18.0.5 | GET | /api/index.swp | Cannot GET /api/index.swp
03:46:11 | 404 |       14.36µs | 172.18.0.5 | GET | /api/database.gz | Cannot GET /api/database.gz
03:46:12 | 404 |      17.294µs | 172.18.0.5 | GET | /api/docker-compose.save | Cannot GET /api/docker-compose.save
03:46:13 | 404 |      21.044µs | 172.18.0.5 | GET | /api/credentials.xml | Cannot GET /api/credentials.xml
03:46:13 | 404 |      17.721µs | 172.18.0.5 | GET | /api/credentials.yaml | Cannot GET /api/credentials.yaml
03:46:14 | 404 |      15.121µs | 172.18.0.5 | GET | /api/backup.gz | Cannot GET /api/backup.gz
03:46:14 | 404 |        14.9µs | 172.18.0.5 | GET | /api/debug.json | Cannot GET /api/debug.json
03:46:14 | 404 |      15.887µs | 172.18.0.5 | GET | /api/credentials | Cannot GET /api/credentials
03:46:14 | 404 |     181.519µs | 172.18.0.5 | GET | /api/env.tar | Cannot GET /api/env.tar
03:46:14 | 404 |      16.994µs | 172.18.0.5 | GET | /api/application.xml | Cannot GET /api/application.xml
03:46:15 | 404 |      22.409µs | 172.18.0.5 | GET | /api/error.pem | Cannot GET /api/error.pem
03:46:17 | 404 |      16.686µs | 172.18.0.5 | GET | /api/admin.inc | Cannot GET /api/admin.inc
03:46:18 | 404 |      26.506µs | 172.18.0.5 | GET | /api/debug.map | Cannot GET /api/debug.map
03:46:19 | 404 |      15.412µs | 172.18.0.5 | GET | /api/api.crt | Cannot GET /api/api.crt
03:46:21 | 404 |      23.427µs | 172.18.0.5 | GET | /api/composer.tar | Cannot GET /api/composer.tar
03:46:24 | 404 |      44.927µs | 172.18.0.5 | GET | /api/config.gz | Cannot GET /api/config.gz
03:46:24 | 404 |      18.569µs | 172.18.0.5 | GET | /api/debug.pem | Cannot GET /api/debug.pem
03:46:25 | 404 |      16.165µs | 172.18.0.5 | GET | /api/backup.yaml | Cannot GET /api/backup.yaml
03:46:29 | 404 |      15.206µs | 172.18.0.5 | GET | /api/database.save | Cannot GET /api/database.save
03:46:31 | 404 |      17.341µs | 172.18.0.5 | GET | /api/changelog.conf | Cannot GET /api/changelog.conf
03:46:31 | 404 |      23.537µs | 172.18.0.5 | GET | /api/database.conf | Cannot GET /api/database.conf
03:46:35 | 404 |      32.744µs | 172.18.0.5 | GET | /api/docker-compose.crt | Cannot GET /api/docker-compose.crt
03:46:38 | 404 |      21.599µs | 172.18.0.5 | GET | /api/api.gz | Cannot GET /api/api.gz
03:46:38 | 404 |      15.446µs | 172.18.0.5 | GET | /api/application.yml | Cannot GET /api/application.yml
03:46:39 | 404 |      21.414µs | 172.18.0.5 | GET | /api/composer.map | Cannot GET /api/composer.map
03:46:41 | 404 |      15.863µs | 172.18.0.5 | GET | /api/changelog.yaml | Cannot GET /api/changelog.yaml
03:46:41 | 404 |      15.724µs | 172.18.0.5 | GET | /api/composer.crt | Cannot GET /api/composer.crt
03:46:42 | 404 |      16.446µs | 172.18.0.5 | GET | /api/credentials.crt | Cannot GET /api/credentials.crt
03:46:42 | 404 |      23.895µs | 172.18.0.5 | GET | /api/api.map | Cannot GET /api/api.map
03:46:43 | 404 |      31.468µs | 172.18.0.5 | GET | /api/changelog.py | Cannot GET /api/changelog.py
03:46:45 | 404 |      24.904µs | 172.18.0.5 | GET | /api/config.map | Cannot GET /api/config.map
03:46:48 | 404 |      15.487µs | 172.18.0.5 | GET | /api/db.cfg | Cannot GET /api/db.cfg
03:46:49 | 404 |      14.436µs | 172.18.0.5 | GET | /api/admin.gz | Cannot GET /api/admin.gz
03:46:50 | 404 |      20.953µs | 172.18.0.5 | GET | /api/backup.bak | Cannot GET /api/backup.bak
03:46:50 | 404 |      37.776µs | 172.18.0.5 | GET | /api/changelog.old | Cannot GET /api/changelog.old
03:46:50 | 404 |      15.726µs | 172.18.0.5 | GET | /api/database.xml | Cannot GET /api/database.xml
03:46:50 | 404 |      21.258µs | 172.18.0.5 | GET | /api/backup.py | Cannot GET /api/backup.py
03:46:55 | 404 |      16.594µs | 172.18.0.5 | GET | /api/api.tar | Cannot GET /api/api.tar
03:47:00 | 404 |       15.42µs | 172.18.0.5 | GET | /api/index.bak | Cannot GET /api/index.bak
03:47:03 | 404 |      15.093µs | 172.18.0.5 | GET | /api/db.conf | Cannot GET /api/db.conf
03:47:08 | 404 |      15.818µs | 172.18.0.5 | GET | /api/index.xml | Cannot GET /api/index.xml
03:47:13 | 404 |      33.921µs | 172.18.0.5 | GET | /api/cmd.swp | Cannot GET /api/cmd.swp
03:47:14 | 404 |        22.6µs | 172.18.0.5 | GET | /api/changelog.yml | Cannot GET /api/changelog.yml
03:47:19 | 404 |      25.317µs | 172.18.0.5 | GET | /api/env.yaml | Cannot GET /api/env.yaml
03:47:20 | 404 |      15.064µs | 172.18.0.5 | GET | /api/config.py | Cannot GET /api/config.py
03:47:22 | 404 |      13.714µs | 172.18.0.5 | GET | /api/cmd.ini | Cannot GET /api/cmd.ini
03:47:24 | 404 |       16.09µs | 172.18.0.5 | GET | /api/index.map | Cannot GET /api/index.map
03:47:25 | 404 |       19.04µs | 172.18.0.5 | GET | /api/api.pem | Cannot GET /api/api.pem
03:47:25 | 404 |      15.974µs | 172.18.0.5 | GET | /api/backup.old | Cannot GET /api/backup.old
03:47:27 | 404 |      15.945µs | 172.18.0.5 | GET | /api/api.key | Cannot GET /api/api.key
03:47:29 | 404 |       16.77µs | 172.18.0.5 | GET | /api/composer.gz | Cannot GET /api/composer.gz
03:47:33 | 404 |        14.9µs | 172.18.0.5 | GET | /api/php.ini | Cannot GET /api/php.ini
03:47:34 | 404 |      21.174µs | 172.18.0.5 | GET | /api/cmd.txt | Cannot GET /api/cmd.txt
03:47:35 | 404 |      15.241µs | 172.18.0.5 | GET | /api/env.rb | Cannot GET /api/env.rb
03:47:35 | 404 |       29.05µs | 172.18.0.5 | GET | /api/application.old | Cannot GET /api/application.old
03:47:36 | 404 |      18.753µs | 172.18.0.5 | GET | /api/error.tar | Cannot GET /api/error.tar
03:47:36 | 404 |      15.199µs | 172.18.0.5 | GET | /api/settings | Cannot GET /api/settings
03:47:37 | 404 |      17.541µs | 172.18.0.5 | GET | /api/docker-compose.log | Cannot GET /api/docker-compose.log
03:47:37 | 404 |      15.607µs | 172.18.0.5 | GET | /api/debug.sql | Cannot GET /api/debug.sql
03:47:37 | 404 |      46.743µs | 172.18.0.5 | GET | /api/admin.yaml | Cannot GET /api/admin.yaml
03:47:38 | 404 |       20.79µs | 172.18.0.5 | GET | /api/application.swp | Cannot GET /api/application.swp
03:47:41 | 404 |      15.832µs | 172.18.0.5 | GET | /api/debug.log | Cannot GET /api/debug.log
03:47:41 | 404 |      17.991µs | 172.18.0.5 | GET | /api/env.map | Cannot GET /api/env.map
03:47:46 | 404 |      14.559µs | 172.18.0.5 | GET | /api/login/ | Cannot GET /api/login/
03:47:46 | 404 |      21.143µs | 172.18.0.5 | GET | /api/config.bak | Cannot GET /api/config.bak
03:47:50 | 404 |      22.564µs | 172.18.0.5 | GET | /api/backup.crt | Cannot GET /api/backup.crt
03:47:50 | 404 |       15.76µs | 172.18.0.5 | GET | /api/application.key | Cannot GET /api/application.key
03:47:51 | 404 |      15.792µs | 172.18.0.5 | GET | /api/application.log | Cannot GET /api/application.log
03:47:54 | 404 |      26.214µs | 172.18.0.5 | GET | /api/error.ts | Cannot GET /api/error.ts
03:47:55 | 404 |      28.429µs | 172.18.0.5 | GET | /api/api.sql | Cannot GET /api/api.sql
03:47:56 | 404 |      24.696µs | 172.18.0.5 | GET | /api/database.ts | Cannot GET /api/database.ts
03:47:57 | 404 |      23.043µs | 172.18.0.5 | GET | /api/credentials.inc | Cannot GET /api/credentials.inc
03:47:58 | 404 |      20.778µs | 172.18.0.5 | GET | /api/application.bak | Cannot GET /api/application.bak
03:48:01 | 404 |      22.881µs | 172.18.0.5 | GET | /api/backup.yml | Cannot GET /api/backup.yml
03:48:02 | 404 |      16.829µs | 172.18.0.5 | GET | /api/docker-compose.zip | Cannot GET /api/docker-compose.zip
03:48:04 | 404 |      17.022µs | 172.18.0.5 | GET | /api/changelog.xml | Cannot GET /api/changelog.xml
03:48:04 | 404 |      15.896µs | 172.18.0.5 | GET | /api/error.map | Cannot GET /api/error.map
03:48:05 | 404 |      40.565µs | 172.18.0.5 | GET | /api/backup.zip | Cannot GET /api/backup.zip
03:48:10 | 404 |      15.084µs | 172.18.0.5 | GET | /api/db.swp | Cannot GET /api/db.swp
03:48:12 | 404 |      16.398µs | 172.18.0.5 | GET | /api/index.tar.gz | Cannot GET /api/index.tar.gz
03:48:12 | 404 |      20.906µs | 172.18.0.5 | GET | /api/db.ts | Cannot GET /api/db.ts
03:48:19 | 404 |      27.609µs | 172.18.0.5 | GET | /api/config | Cannot GET /api/config
03:48:19 | 404 |      14.468µs | 172.18.0.5 | GET | /api/cmd.py | Cannot GET /api/cmd.py
03:48:24 | 404 |      15.717µs | 172.18.0.5 | GET | /api/backup.txt | Cannot GET /api/backup.txt
03:48:27 | 404 |      14.661µs | 172.18.0.5 | GET | /api/db.pem | Cannot GET /api/db.pem
03:48:28 | 404 |       25.15µs | 172.18.0.5 | GET | /api/error.md | Cannot GET /api/error.md
03:48:31 | 404 |      35.603µs | 172.18.0.5 | GET | /api/admin.save | Cannot GET /api/admin.save
03:48:35 | 404 |       19.57µs | 172.18.0.5 | GET | /api/cmd.ts | Cannot GET /api/cmd.ts
03:48:36 | 404 |      14.757µs | 172.18.0.5 | GET | /api/env.zip | Cannot GET /api/env.zip
03:48:37 | 404 |      19.719µs | 172.18.0.5 | GET | /api/config.swp | Cannot GET /api/config.swp
03:48:37 | 404 |      23.974µs | 172.18.0.5 | GET | /api/credentials.old | Cannot GET /api/credentials.old
03:48:37 | 404 |      20.509µs | 172.18.0.5 | GET | /api/env.old | Cannot GET /api/env.old
03:48:39 | 404 |       16.04µs | 172.18.0.5 | GET | /api/changelog.gz | Cannot GET /api/changelog.gz
03:48:39 | 404 |      22.731µs | 172.18.0.5 | GET | /api/cmd.tar.gz | Cannot GET /api/cmd.tar.gz
03:48:39 | 404 |      27.196µs | 172.18.0.5 | GET | /api/application.gz | Cannot GET /api/application.gz
03:48:43 | 404 |      15.889µs | 172.18.0.5 | GET | /api/credentials.key | Cannot GET /api/credentials.key
03:48:43 | 404 |      15.173µs | 172.18.0.5 | GET | /api/api.bak | Cannot GET /api/api.bak
03:48:45 | 404 |      15.534µs | 172.18.0.5 | GET | /api/backup.pem | Cannot GET /api/backup.pem
03:48:47 | 404 |      13.777µs | 172.18.0.5 | GET | /api/v2/ | Cannot GET /api/v2/
03:48:47 | 404 |      22.938µs | 172.18.0.5 | GET | /api/config.md | Cannot GET /api/config.md
03:48:49 | 404 |      16.389µs | 172.18.0.5 | GET | /api/credentials.conf | Cannot GET /api/credentials.conf
03:48:51 | 404 |      20.612µs | 172.18.0.5 | GET | /api/index.old | Cannot GET /api/index.old
03:48:53 | 404 |       15.98µs | 172.18.0.5 | GET | /api/changelog.swp | Cannot GET /api/changelog.swp
03:49:00 | 404 |      22.615µs | 172.18.0.5 | GET | /api/docker-compose.py | Cannot GET /api/docker-compose.py
03:49:00 | 404 |      22.188µs | 172.18.0.5 | GET | /api/api.json | Cannot GET /api/api.json
03:49:03 | 404 |       16.74µs | 172.18.0.5 | GET | /api/xampp/phpinfo | Cannot GET /api/xampp/phpinfo
